snapshot_id,snapshot_type,source,model,metadata_field,observed_value,description,source_level,discovery_value,reasoning
document_8921763_figure_000.png,figure,prwp,gpt-5.5,indicator_name,Real GDP,"The economic, social, health, or other measure represented in the figure.",snapshot,high,Indicator-level metadata enables retrieval of figures showing specific measures such as GDP.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,event_or_context,SARS affected economies,"The event, shock, outbreak, policy context, or thematic circumstance framing the data.",both,high,Capturing the SARS context links the figure to infectious disease outbreak effects beyond the generic GDP indicator.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,geographic_scope,Hong Kong; Singapore; Taiwan (China),"The countries, economies, regions, or geographic units represented in the figure.",snapshot,high,Snapshot-level geography is more specific than the document-level regional coverage and supports geographic filtering.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,time_period,2002Q1 to 2003Q4,The temporal span covered by the figure data.,snapshot,high,Time coverage is essential for discovering and comparing time-series figures.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,temporal_frequency,Quarterly,The periodicity of the observations shown in the figure.,snapshot,medium,Temporal frequency helps users distinguish quarterly data from annual or monthly series.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,unit_of_measure,"Index, 2002:Q1 = 1",The measurement unit or scale used for the plotted values.,snapshot,high,The unit clarifies that the GDP values are indexed rather than shown in currency or growth rates.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,base_period,2002:Q1 = 1,The reference period and value used to normalize an indexed data series.,snapshot,high,Base-period metadata is critical for interpreting and reusing indexed economic series.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,seasonal_adjustment,Seasonally adjusted,Whether and how the data have been adjusted for seasonal variation.,snapshot,medium,Seasonal adjustment affects comparability and interpretation of time-series economic data.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,series_labels,Hong Kong; Singapore; Taiwan (China),The named data series or legend entries represented in the visualization.,snapshot,high,Series labels reveal the comparative entities contained in the figure.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,x_axis_variable,Quarter,The variable represented along the horizontal axis.,snapshot,medium,Axis-variable metadata helps describe the analytical structure of the figure.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,y_axis_variable,Real GDP index,The variable represented along the vertical axis.,snapshot,high,The vertical-axis variable specifies what quantitative outcome is being compared.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,visualization_type,Multi-series line chart,The general form of visualization used to present the data.,snapshot,medium,Visualization type supports filtering for reusable chart-based evidence and time-series displays.
document_8921763_figure_000.png,figure,prwp,gpt-5.5,annotation_description,"Dotted oval highlights the 2003Q1–2003Q2 downturn area, especially for Singapore and nearby series (inferred from the visual annotation).",A description of explicit visual annotations or highlighted regions in the figure.,snapshot,medium,Annotations often identify the key event or pattern the figure is intended to emphasize.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,figure_title,Figure 15 - Adjustment functions - White collar,The title or caption identifying the figure's subject.,snapshot,high,The title provides the most direct semantic description of the figure for search and cataloging.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,indicator_name,Adjustment functions,"The main analytical indicator, construct, or function represented in the figure.",snapshot,high,Identifying the measured construct supports retrieval of figures about adjustment dynamics.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,population_group,White collar,The labor or population group to which the figure's analysis applies.,snapshot,high,This distinguishes the figure from related results for other worker or factor groups.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,factor_of_production,White collar labor/employment (inferred from figure title and document abstract),The production factor analyzed in the figure.,both,high,"Factor-specific metadata enables comparison across capital, blue-collar labor, and white-collar labor results."
document_6731296_figure_014.png,figure,prwp,gpt-5.5,policy_variable,Tariff,The policy variable used to define scenarios or comparisons in the figure.,snapshot,high,Policy-variable tagging makes the figure discoverable for trade protection and tariff analysis.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,series_dimension,Tariff level,The dimension that differentiates the plotted data series.,snapshot,high,Series-dimension metadata captures how the figure compares analytical results.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,series_values,Tariff=10%; Tariff=20%; Tariff=30%,The specific values or categories represented by the plotted series.,snapshot,high,Series values enable filtering and comparison by tariff scenario.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,unit_of_measure,Tariff values are percentages; adjustment-function values are shown on a 0.0 to 1.0 scale with no explicit unit,The measurement units used for variables shown in the figure.,snapshot,medium,Unit information is important for analytical reuse and interpretation of plotted values.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,x_axis_variable,Not identifiable from this snapshot,The variable represented on the horizontal axis.,snapshot,medium,The horizontal-axis concept is necessary for interpreting the adjustment functions but is not labeled in the snapshot.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,x_axis_value_range,-2 to 2,The numeric range displayed on the horizontal axis.,snapshot,medium,Axis ranges help users assess the analytical domain covered by the figure.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,y_axis_variable,Not identifiable from this snapshot,The variable represented on the vertical axis.,snapshot,medium,The vertical-axis concept is necessary for interpreting the magnitude of the adjustment function but is not labeled in the snapshot.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,y_axis_value_range,0.0 to 1.0,The numeric range displayed on the vertical axis.,snapshot,medium,The displayed value range supports interpretation and potential reuse of the plotted data.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,visualization_type,Multi-series line chart,The graphical form used to present the data or analytical result.,snapshot,medium,Visualization type supports faceted discovery of comparable graphical outputs.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,sector_scope,Manufacturing sector,The economic sector covered by the analysis represented in the figure.,document,medium,Sector metadata connects the figure to manufacturing-specific evidence from the source study.
document_6731296_figure_014.png,figure,prwp,gpt-5.5,geographic_scope,Uruguay,The country or geographic area to which the figure's analysis applies.,document,medium,Geographic metadata enables country-level discovery of figure-level evidence.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,figure_title,Figure A - 2 Distribution of Companies by Activity,Title or caption text identifying the figure's subject.,snapshot,high,The title directly states the semantic topic of the figure and supports precise retrieval.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,figure_identifier,Figure A - 2,Document-assigned identifier or numbering for the figure.,snapshot,medium,"The figure identifier supports citation, cross-reference, and navigation within the source document."
document_11017288_figure_001.png,figure,prwp,gpt-5.5,indicator_name,Distribution of companies by activity,Name of the measured concept or indicator represented in the figure.,snapshot,high,The indicator summarizes what the figure measures and enables thematic search across snapshots.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,visualization_type,Pie chart,General chart form used to present the data.,snapshot,medium,Visualization type helps users identify figures suited for proportional or composition analysis.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,measurement_type,Share / distribution across categories,Type of measurement expressed by the data values.,snapshot,high,Identifying the values as shares supports analytical reuse and comparison with other distribution figures.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,unit_of_measure,Percent (%),Unit used for the numeric values shown in the figure.,snapshot,high,The unit is essential for interpreting and reusing the reported values correctly.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,population_group,Companies; likely respondent companies based on document abstract mentioning a firm-level survey,Population or entities to which the indicator applies.,both,high,"The population group clarifies that the distribution refers to companies rather than trade flows, countries, or products."
document_11017288_figure_001.png,figure,prwp,gpt-5.5,category_dimension,Company activity / industry sector,Categorical dimension by which the data are grouped.,snapshot,high,The category dimension enables faceted discovery of figures organized by industry or activity.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,category_labels,"Jewellaery and Goldsmiths' wares; Services; Agriculture; Food Products & Beverages; Textiles, Garments & Leather; Wood, including Furniture; Paper Products, Printing and Publishing; Chemical Products, Rubber & Plastic Products; Non-Metallic Products (Cement, Ceramics, Glassware); Basic Metal Industries (Iron, Steel, Copper, Aluminium); Electrical Appliances & Transport Equipment",Labels of the categories represented in the figure.,snapshot,high,Category labels expose the detailed industry activities contained in the figure for search and filtering.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,category_values,"Jewellaery and Goldsmiths' wares 0.7%; Services 16.7%; Agriculture 5.0%; Food Products & Beverages 20.7%; Textiles, Garments & Leather 8.7%; Wood, including Furniture 4.0%; Paper Products, Printing and Publishing 3.7%; Chemical Products, Rubber & Plastic Products 21.7%; Non-Metallic Products 3.3%; Basic Metal Industries 8.3%; Electrical Appliances & Transport Equipment 7.3%",Numeric values associated with each category in the figure.,snapshot,high,Pairing categories with values makes the chart's underlying data discoverable and reusable.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,dominant_category,"Chemical Products, Rubber & Plastic Products at 21.7% (inferred as the largest category shown)",Largest category or segment represented in a categorical distribution.,snapshot,medium,The dominant category provides a quick summary useful for ranking and comparative discovery.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,data_collection_method,Firm-level survey,Method or source process through which the underlying data were collected.,document,high,Knowing that the figure is based on survey data is important for provenance and interpretation.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,geographic_scope,Middle East and North Africa; Pan-Arab Free Trade Area context,Geographic region or area to which the figure's data are relevant.,document,medium,Geographic context enables regional filtering even though it is not visible in the snapshot.
document_11017288_figure_001.png,figure,prwp,gpt-5.5,time_period,2001-2008 from document title; not visible in snapshot,Temporal period associated with the study or data context.,document,medium,"Temporal context supports time-based discovery, although the exact figure-specific period is not shown."
document_11017288_figure_001.png,figure,prwp,gpt-5.5,policy_context,Pan-Arab Free Trade Area,"Policy, agreement, program, or institutional context relevant to the data snapshot.",document,medium,Policy context connects the figure to regional trade integration and free trade area analysis.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,figure_title,Figure 5: Perceived Investment Climate Constraints in Serbia and other transition countries,The title or caption text identifying the main subject of the figure.,snapshot,high,The title captures the figure-specific topic and comparison that are not fully represented by document title alone.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,figure_number,Figure 5,The numbered label assigned to the figure within the source document.,snapshot,low,The figure number supports citation and navigation within the document but adds limited semantic discovery value.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,visualization_type,Grouped bar chart,The chart form used to encode and compare values.,snapshot,medium,Knowing the visualization type helps users understand that the snapshot compares categories across groups.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,indicator_name,Perceived investment climate constraints,"The main indicator, measure, or analytical concept represented in the figure.",snapshot,high,This field enables retrieval of figures about investment climate constraints independent of the document title.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,subject_domain,Investment climate; business environment; firm productivity context,The broader topical domain represented by the figure.,both,high,The subject domain connects the figure to searchable policy and economic themes present in both the chart and document metadata.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,geographic_scope,Serbia and other transition countries,The geographic area or areas represented in the figure.,both,high,Geographic scope is essential for filtering and comparing figures by country or regional comparator group.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,comparison_groups,Serbia; Other transition countries,"The groups, locations, populations, or cohorts compared in the figure.",snapshot,high,The legend-defined comparison groups are central to interpreting the figure and support comparative discovery.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,category_dimension,Investment climate constraint type,The categorical dimension used along the chart axis or table rows/columns.,snapshot,high,Identifying the category dimension makes the figure analytically reusable across constraint categories.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,category_labels,Access to land; Title or leasing of land; Transportation; Electricity; Telecommunications; Organised crime/Mafia; Street crime/theft/disorder; Skills and education of ava...; Labor regulations; Business licensing and per...; Corruption; Functioning of the judiciary; Customs and trade regulations; Contract violations by cu...; Anti-competitive practice...; Access to financing; Tax administration; Macroeconomic instability; Cost of financing; Tax rates; Economic policy uncertainty,The specific category values compared in the figure.,snapshot,high,Category labels expose detailed figure content that is often unavailable in document-level metadata.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,unit_of_measure,Not identifiable from this snapshot; values appear to be numeric scores on an unlabeled scale,The unit or metric scale used for the plotted values.,snapshot,high,"Unit information is critical for interpreting and reusing plotted values, especially when the axis label is absent."
document_6213782_figure_004.png,figure,prwp,gpt-5.5,measurement_scale,Numeric axis ranging approximately from 0 to 3.5,The numeric range or scale on which the indicator is displayed.,snapshot,medium,The visible scale helps users interpret relative magnitudes even when the precise unit is not labeled.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,data_source_name,BEEPS II; PICS,"The named survey, dataset, or data source underlying the figure.",snapshot,high,Data source names support provenance tracking and discovery of figures based on survey datasets.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,source_citation,"Source: BEEPS II, PICS",The explicit source statement shown with the figure.,snapshot,high,The citation provides provenance needed to assess reliability and trace the underlying data.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,population_group,"Firms or enterprises, inferred from document abstract and the BEEPS/PICS enterprise survey context",The population or unit of analysis represented by the data.,both,medium,Population group improves interpretation by clarifying that the perceptions likely come from firm-level surveys.
document_6213782_figure_004.png,figure,prwp,gpt-5.5,document_context_title,"Productivity, ownership, and the investment climate : international lessons for priorities in Serbia",The source document title that provides broader context for the snapshot.,document,medium,Document context helps distinguish this figure from similar investment climate charts in other publications.
document_437802_figure_003.png,figure,prwp,gpt-5.5,figure_title,CHILEAN ELECTRICITY SECTOR: THE INITIAL SITUATION,Main title or caption identifying the subject of the figure.,snapshot,high,The title provides the primary semantic context for finding figures about Chile's electricity sector.
document_437802_figure_003.png,figure,prwp,gpt-5.5,indicator_name,THE GENERATION MATRIX,"Name of the indicator, measure, or analytical concept represented in the figure.",snapshot,high,The indicator identifies the figure as describing the composition of electricity generation.
document_437802_figure_003.png,figure,prwp,gpt-5.5,visualization_type,Pie chart,Type of visual representation used to encode the data.,snapshot,medium,Visualization type helps users identify figures suitable for extracting composition or share data.
document_437802_figure_003.png,figure,prwp,gpt-5.5,geographic_scope,Chile / Chilean electricity sector,"Country, region, or geographic entity covered by the figure data.",snapshot,high,"The snapshot is specifically about Chile, which is more precise than the document-level regional metadata."
document_437802_figure_003.png,figure,prwp,gpt-5.5,sector,Electricity sector,Economic or infrastructure sector represented in the figure.,both,high,Sector metadata supports discovery and filtering of energy-related figures by domain.
document_437802_figure_003.png,figure,prwp,gpt-5.5,energy_system_component,Electricity generation,Specific part of the energy system or value chain represented by the figure.,snapshot,high,"This distinguishes generation-related data from transmission, distribution, or consumption data."
document_437802_figure_003.png,figure,prwp,gpt-5.5,time_period,1994,"Date, year, or period to which the figure data apply.",snapshot,high,Temporal metadata is essential for comparing energy-sector conditions across time.
document_437802_figure_003.png,figure,prwp,gpt-5.5,unit_of_measure,Percent (%),Measurement unit used for the values shown in the figure.,snapshot,high,The unit clarifies that the values are shares of a total generation mix.
document_437802_figure_003.png,figure,prwp,gpt-5.5,category_dimension,Energy source used for electricity generation,Conceptual dimension used to divide the figure data into categories.,snapshot,high,The category dimension enables reuse of the figure as structured composition data.
document_437802_figure_003.png,figure,prwp,gpt-5.5,category_labels,Coal; Hydroelectricity; Oil; Natural gas; Other,Labels of the categories represented in the figure.,snapshot,high,Category labels make the energy-source breakdown searchable and analytically reusable.
document_437802_figure_003.png,figure,prwp,gpt-5.5,category_values,Coal 29%; Hydroelectricity 59%; Oil 9%; Natural gas 1%; Other 2%,Observed values associated with each category in the figure.,snapshot,high,Pairing labels with values captures the substantive data contained in the chart.
document_437802_figure_003.png,figure,prwp,gpt-5.5,source_citation,National Energy Commission,Source organization or citation credited for the data in the figure.,snapshot,high,Source citation supports provenance tracking and assessment of data reliability.
document_437802_figure_003.png,figure,prwp,gpt-5.5,document_title,Investment in natural gas pipelines in the Southern Cone of Latin America,Title of the source document containing the figure.,document,medium,The document title links the snapshot to the broader study on natural gas infrastructure and regional energy investment.
document_437802_figure_003.png,figure,prwp,gpt-5.5,document_publication_date,2010-07-01,Publication date of the source document containing the figure.,document,low,Publication date helps distinguish the document context from the historical data year shown in the figure.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,figure_title,The provincial poverty incidence over 1999-2006,The title or caption text that identifies the figure's subject.,snapshot,high,"The title directly summarizes the indicator, geography, and time span covered by the figure."
document_13148967_figure_003.png,figure,prwp,gpt-5.5,indicator_name,Provincial poverty incidence / poverty rate,The main statistical indicator or measure represented in the figure.,snapshot,high,Identifying the measured indicator enables retrieval of figures about poverty rates and poverty incidence.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,unit_of_measure,Percent (%),The measurement unit used for the indicator values.,snapshot,high,The unit is essential for interpreting and comparing the mapped poverty values.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,time_period,1999-2006,The overall time span represented by the figure.,snapshot,high,The time span supports discovery of figures showing change over a defined period.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,comparison_periods,1999; 2006,Specific years or periods shown as separate comparison points in the figure.,snapshot,high,The individual comparison years are needed to distinguish this from a single-period map.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,comparison_dimension,Year,The dimension across which the figure compares data values.,snapshot,medium,Knowing that the comparison is temporal helps users find before-and-after or trend-oriented figures.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,geographic_scope,Vietnam,The country or geographic area covered by the figure.,both,high,Geographic scope is a primary filter for map-based discovery and is confirmed by document metadata.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,geographic_granularity,Province / provincial boundaries,The administrative or spatial level at which values are represented.,snapshot,high,"Granularity distinguishes province-level estimates from district, regional, or national figures."
document_13148967_figure_003.png,figure,prwp,gpt-5.5,population_group,"Rural population / rural Vietnam, from document context",The population or area subgroup to which the indicator applies.,document,high,The rural scope materially changes interpretation of the poverty estimates and is supplied by the document context.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,visualization_type,Side-by-side choropleth maps,The analytical visualization form used to encode the data.,snapshot,medium,Visualization type helps users locate map-based spatial comparisons rather than tables or charts.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,value_classification_scheme,"Poverty rate bins: 0-10, 10-20, 20-30, 30-40, 40-50, 50-60, 60-70, 70-80, 80-90, 90-100",The legend classes or value intervals used to group numeric indicator values.,snapshot,high,Classification bins are important for analytical reuse of choropleth maps and interpretation of mapped ranges.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,source_citation,Authors’ estimation from VHLSS 2006 and ARFC 2006,The source note or citation attached to the figure.,snapshot,high,The citation provides provenance for the estimates shown in the figure.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,underlying_data_sources,VHLSS 2006; ARFC 2006,Named datasets or source materials used to generate the figure.,snapshot,high,Dataset names enable discovery of figures derived from specific surveys or census-related sources.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,estimation_method,Authors’ estimation; small area estimation from document context,The method or analytical approach used to produce the represented estimates.,both,medium,Method metadata helps distinguish model-based estimates from directly observed survey statistics.
document_13148967_figure_003.png,figure,prwp,gpt-5.5,analytical_focus,Change in provincial poverty incidence between 1999 and 2006,The main analytical relationship or question represented by the figure.,snapshot,high,Capturing the focus on temporal change improves retrieval for poverty reduction and trend analysis.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,figure_title,"Changes in export destination patterns, Syria, 2000–2008",Title or caption title describing the figure's subject.,snapshot,high,The caption title summarizes the snapshot's analytical content and supports direct retrieval.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,indicator_name,Share of total exports by export destination,Name of the measured indicator or variable represented in the figure.,snapshot,high,This identifies the core metric needed to find and reuse the chart analytically.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,geographic_scope,Syria; Syrian Arab Republic,Country or geographic area to which the data in the snapshot applies.,both,high,"The snapshot and document metadata both identify Syria as the relevant country, enabling geographic filtering."
document_15151160_figure_001.png,figure,prwp,gpt-5.5,time_period,2000–2008,Temporal coverage of the data displayed in the snapshot.,snapshot,high,The years shown on the x-axis and in the caption are essential for time-based discovery.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,unit_of_measure,Percent share of total exports,Measurement unit used for the plotted values.,snapshot,high,Knowing that values are percentages of exports is necessary for interpreting and comparing the data.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,visualization_type,Line chart,General chart form used to present the data.,snapshot,medium,Visualization type helps users identify trend-based figures suitable for temporal analysis.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,series_dimension,Export destination region,Dimension used to distinguish multiple plotted data series.,snapshot,high,The series dimension explains that the chart compares export destinations across regions.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,series_labels,European Union; Middle East and North Africa; Eastern Europe,Labels of the plotted categories or series in the figure.,snapshot,high,Series labels expose the regional breakdown contained in the figure for search and faceted browsing.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,x_axis_dimension,Year,Variable represented on the horizontal axis.,snapshot,medium,The x-axis dimension clarifies that the figure displays change over time.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,y_axis_measure,Share of total exports,Measure represented on the vertical axis.,snapshot,high,The y-axis measure captures the quantitative variable being compared across regions.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,source_citation,"Authors' calculations, from UN COMTRADE (2010)",Source or provenance statement for the data used in the snapshot.,snapshot,high,The data citation supports provenance tracking and assessment of reliability.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,data_provider,UN COMTRADE,Institutional or database source from which the underlying data were obtained.,snapshot,high,Identifying the data provider enables discovery of figures based on common datasets.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,aggregation_note,"Export destination breakdown for the EU region includes Italy, France, the United Kingdom, and Spain; the MNA region includes Saudi Arabia, Jordan, Lebanon, Iraq, and Egypt; exports to other regions are negligible.",Explanatory note about how categories or aggregates in the figure are constructed.,snapshot,medium,Aggregation notes are important for interpreting regional groupings and comparing them with other figures.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,sector_or_domain,Exports; merchandise trade; export destination patterns,Economic sector or thematic domain addressed by the snapshot.,both,high,The trade/export domain is central to topic-based discovery and is supported by both the caption and document metadata.
document_15151160_figure_001.png,figure,prwp,gpt-5.5,document_context_title,Export diversification in a transitioning economy : the case of Syria,Title of the source document that provides broader context for the snapshot.,document,medium,The document title helps connect the figure to the broader study on Syrian export diversification.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,figure_title,Soybeans,Title or main heading identifying the figure content.,snapshot,high,The title directly identifies the commodity-specific subject of the figure.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,commodity_name,Soybeans,Commodity or asset represented in the figure or table.,snapshot,high,Commodity name enables retrieval and comparison across commodity-specific figures.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,indicator_name,Monthly Price; Monthly Returns (% change),Measured indicator or variable shown in the snapshot.,snapshot,high,The indicators distinguish price-level analysis from return or volatility analysis.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,panel_titles,Monthly Price; Monthly Returns (% change) and KL (2000) test detected breaks,Titles of individual panels or subplots within a multi-panel figure.,snapshot,high,Panel titles capture the distinct analytical views contained in the same snapshot.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,visualization_type,Time-series line charts with reference lines and break markers,General chart form used to represent the data.,snapshot,medium,Visualization type helps users identify figures suitable for time-series analysis.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,time_period,Jan-1784 to Jan-2008 shown on x-axis,Date range covered or displayed by the snapshot.,snapshot,high,Temporal coverage is essential for filtering and reusing historical time-series figures.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,temporal_frequency,Monthly,Frequency or periodicity of the observations represented.,snapshot,high,Monthly frequency supports comparison with other time-series datasets and figures.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,x_axis_variable,Date/month,Variable represented on the horizontal axis.,snapshot,medium,Axis variables clarify the analytical dimensions represented in the figure.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,y_axis_variable,Price; monthly returns,Variable represented on the vertical axis or axes.,snapshot,high,The y-axis variables identify what is being measured in each time-series panel.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,unit_of_measure,Returns are percent change; price unit not identifiable from this snapshot,Unit or scale in which the indicator values are expressed.,snapshot,high,Units are necessary for interpreting and comparing plotted values.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,statistical_method,KL (2000) test detected breaks,"Statistical method, test, or model referenced in the snapshot.",snapshot,high,The named test provides methodological context for the detected structural breaks.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,annotation_type,Horizontal reference lines in price panel; vertical shaded break markers in returns panel,Semantic type of analytical annotations shown in the figure.,snapshot,medium,Annotations indicate additional analytical results beyond the raw time series.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,analytical_topic,Commodity price volatility and structural breaks,Main analytical topic or phenomenon addressed by the snapshot.,both,high,This topic connects the figure to the document’s core research question and improves thematic discovery.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,geographic_scope,World / The World Region,Geographic scope associated with the snapshot or source document.,document,medium,Geographic scope supports filtering even though the figure itself does not explicitly label a location.
document_12916918_figure_012.png,figure,prwp,gpt-5.5,source_document_title,Are commodity prices more volatile now ? a long-run perspective,Title of the source document containing the snapshot.,document,medium,The source document title provides context for interpreting the figure’s purpose.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,figure_title,"GDP growth and agricultural growth, 2001-2005 (Percent per annum)",The displayed title or caption identifying the figure's subject.,snapshot,high,The title summarizes the figure's main indicators and time coverage for retrieval.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,visualization_type,Bubble scatter plot,The analytical chart form used to represent the data.,snapshot,high,Knowing the visualization type supports discovery and reuse of relationship-oriented figures.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,x_axis_indicator,Average GDP growth rate,The indicator or variable plotted on the horizontal axis.,snapshot,high,The x-axis indicator is essential for understanding what quantitative relationship the figure depicts.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,y_axis_indicator,Average agricultural growth rate,The indicator or variable plotted on the vertical axis.,snapshot,high,The y-axis indicator identifies the outcome or comparison variable shown in the figure.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,size_encoding_indicator,Share of agriculture in GDP,The variable encoded by marker or bubble size in the visualization.,snapshot,high,This captures an additional quantitative dimension that may not be represented in the figure title.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,unit_of_measure,Percent per annum,The measurement unit used for the displayed quantitative indicators.,snapshot,high,Units are required for interpreting and comparing the plotted growth rates.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,time_period,2001-2005,The temporal coverage of the data shown in the figure.,snapshot,high,Time coverage enables filtering and comparison with other figures or datasets.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,geographic_scope,Africa,The geographic region or area represented by the figure.,document,medium,The document metadata establishes the regional scope needed to contextualize the unlabeled observations.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,observation_unit,Not identifiable from this snapshot; likely country-level observations inferred from the document context,The type of entity represented by each plotted observation or data point.,both,medium,"Observation unit is important for analytical reuse, but the snapshot does not explicitly label the plotted entities."
document_8772744_figure_000.png,figure,prwp,gpt-5.5,reference_line,45 degree line,"A benchmark, threshold, or reference line included to aid interpretation of the chart.",snapshot,medium,Reference lines clarify how plotted values should be compared or interpreted.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,data_source_citation,World Development Indicators,The source cited for the data used in the figure.,snapshot,high,Source citation supports provenance tracking and validation of figure data.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,subject_sector,Agriculture; economy-wide GDP,The economic sector or domain represented by the figure's indicators.,both,medium,Sectoral context improves retrieval for users looking for agriculture and macroeconomic growth evidence.
document_8772744_figure_000.png,figure,prwp,gpt-5.5,analytical_focus,Relationship between GDP growth and agricultural growth,The main analytical relationship or comparison presented by the figure.,snapshot,high,Capturing the analytical focus improves discovery beyond simple keyword matching.
document_15151160_figure_002.png,figure,prwp,gpt-5.5,figure_title,"Syrian exports in global product space, 2008",Title or caption title identifying the main subject of the figure.,snapshot,high,"The figure title directly supports retrieval of the snapshot by country, exports, and product-space concepts."
